timestamp,value
1000, 50
2001, 55.3
3000, 63.1
4000, 65.6
5000, 77.2
6000, 76.8
7000, 84.9
8001, 81
9000, 89.7
10000, 93.3
11000, 74.8
12000, 59.4
13000, 50
14000, 55.3
15001, 63.1
16000, 65.6
17000, 77.2
18000, 76.8
19001, 84.9
20001, 81
21000, 89.7
22001, 93.3
23001, 74.8
24001, 59.4
25000, 50
26001, 55.3
27001, 63.1
28000, 65.6
29001, 77.2
30000, 76.8
31000, 84.9
32000, 81
33001, 89.7
34001, 93.3
35001, 74.8
36000, 59.4
37001, 50
38001, 55.3
39000, 63.1
40000, 65.6
41000, 77.2
42000, 76.8
43000, 84.9
44001, 81
45000, 89.7
46000, 93.3
47000, 74.8
48000, 59.4
49000, 50
50000, 55.3
51000, 63.1
52000, 65.6
53000, 77.2
54000, 76.8
55000, 84.9
56000, 81
57000, 89.7
58000, 93.3
59000, 74.8
60000, 59.4
61000, 50
62000, 55.3
63000, 63.1
64000, 65.6
65000, 77.2
66000, 76.8
67001, 84.9
68000, 81
69000, 89.7
70000, 93.3
71000, 74.8
72000, 59.4
73001, 50
74000, 55.3
75001, 63.1
76000, 65.6
77000, 77.2
78000, 76.8
79001, 84.9
80001, 81
81000, 89.7
82001, 93.3
83000, 74.8
84001, 59.4
85001, 50
86000, 55.3
87001, 63.1
88000, 65.6
89000, 77.2
90000, 76.8
91001, 84.9
92001, 81
93001, 89.7
94001, 93.3
95000, 74.8
96000, 59.4
97000, 50
98000, 55.3
99000, 63.1
100000, 65.6
101000, 77.2
102000, 76.8
103000, 84.9
104000, 81
105000, 89.7
106000, 93.3
107000, 74.8
108000, 59.4
109000, 50
110000, 55.3
111000, 63.1
112000, 65.6
113000, 77.2
114000, 76.8
115000, 84.9
116000, 81
117000, 89.7
118000, 93.3
119000, 74.8
120000, 59.4
121000, 50
122000, 55.3
123000, 63.1
124000, 65.6
