timestamp,value
1002, 50
2002, 105.3
3001, 168.4
4001, 184
5001, 205.9
6002, 219.6
7001, 238.9
8002, 242.7
9001, 255.6
10002, 264
11001, 257.8
12002, 227.5
13001, 184.2
14001, 164.7
15002, 168.39999999999998
16001, 183.99999999999997
17001, 205.89999999999998
18001, 219.59999999999997
19001, 238.89999999999998
20002, 242.7
21001, 255.6
22002, 264
23002, 257.8
24002, 227.5
25002, 184.2
26002, 164.7
27002, 168.39999999999998
28002, 183.99999999999997
29002, 205.89999999999998
30002, 219.59999999999997
31001, 238.89999999999998
32002, 242.7
33002, 255.6
34002, 264
35002, 257.8
36001, 227.5
37002, 184.2
38001, 164.7
39001, 168.39999999999998
40001, 183.99999999999997
41001, 205.89999999999998
42001, 219.59999999999997
43002, 238.89999999999998
44001, 242.7
45002, 255.6
46001, 264
47001, 257.8
48001, 227.5
49001, 184.2
50001, 164.7
51001, 168.39999999999998
52001, 183.99999999999997
53002, 205.89999999999998
54001, 219.59999999999997
55001, 238.89999999999998
56001, 242.7
57001, 255.6
58002, 264
59001, 257.8
60001, 227.5
61001, 184.2
62001, 164.7
63001, 168.39999999999998
64001, 183.99999999999997
65001, 205.89999999999998
66001, 219.59999999999997
67001, 238.89999999999998
68002, 242.7
69001, 255.6
70001, 264
71001, 257.8
72001, 227.5
73001, 184.2
74002, 164.7
75002, 168.39999999999998
76001, 183.99999999999997
77002, 205.89999999999998
78002, 219.59999999999997
79002, 238.89999999999998
80002, 242.7
81001, 255.6
82002, 264
83002, 257.8
84002, 227.5
85002, 184.2
86002, 164.7
87002, 168.39999999999998
88002, 183.99999999999997
89002, 205.89999999999998
90001, 219.59999999999997
91002, 238.89999999999998
92002, 242.7
93002, 255.6
94002, 264
95001, 257.8
96002, 227.5
97001, 184.2
98001, 164.7
99002, 168.39999999999998
100001, 183.99999999999997
101001, 205.89999999999998
102002, 219.59999999999997
103002, 238.89999999999998
104002, 242.7
105001, 255.6
106001, 264
107002, 257.8
108001, 227.5
109001, 184.2
110001, 164.7
111002, 168.39999999999998
112002, 183.99999999999997
113002, 205.89999999999998
114002, 219.59999999999997
115001, 238.89999999999998
116001, 242.7
117001, 255.6
