timestamp,value
1001, 50
2001, 55.3
3001, 63.1
4001, 65.6
5001, 77.2
6001, 76.8
7001, 84.9
8001, 81
9001, 89.7
10001, 93.3
11001, 74.8
12001, 59.4
13001, 50
14001, 55.3
15002, 63.1
16001, 65.6
17001, 77.2
18001, 76.8
19001, 84.9
20001, 81
21001, 89.7
22001, 93.3
23001, 74.8
24001, 59.4
25001, 50
26001, 55.3
27001, 63.1
28001, 65.6
29001, 77.2
30001, 76.8
31001, 84.9
32001, 81
33001, 89.7
34001, 93.3
35001, 74.8
36001, 59.4
37001, 50
38001, 55.3
39001, 63.1
40001, 65.6
41001, 77.2
42001, 76.8
43001, 84.9
44001, 81
45001, 89.7
46001, 93.3
47001, 74.8
48001, 59.4
49001, 50
50001, 55.3
51001, 63.1
52001, 65.6
53001, 77.2
54001, 76.8
55001, 84.9
56001, 81
57001, 89.7
58001, 93.3
59001, 74.8
60001, 59.4
61001, 50
62001, 55.3
63001, 63.1
64001, 65.6
65001, 77.2
66001, 76.8
67001, 84.9
68001, 81
69001, 89.7
70001, 93.3
71001, 74.8
72001, 59.4
73001, 50
74001, 55.3
75001, 63.1
76001, 65.6
77001, 77.2
78001, 76.8
79001, 84.9
80001, 81
81001, 89.7
82001, 93.3
83001, 74.8
84001, 59.4
85001, 50
86001, 55.3
87002, 63.1
88001, 65.6
89001, 77.2
90001, 76.8
91003, 84.9
92001, 81
93001, 89.7
94001, 93.3
95001, 74.8
96001, 59.4
97001, 50
98001, 55.3
99001, 63.1
100001, 65.6
101001, 77.2
102001, 76.8
103001, 84.9
104001, 81
105001, 89.7
106001, 93.3
107001, 74.8
108001, 59.4
109001, 50
110001, 55.3
111001, 63.1
112001, 65.6
113001, 77.2
114001, 76.8
115001, 84.9
116001, 81
117001, 89.7
118001, 93.3
119001, 74.8
120001, 59.4
121001, 50
122001, 55.3
