timestamp,value
1002, 20
2002, 40.5
3001, 61.5
4002, 63
5001, 64.5
6002, 66
7001, 67.5
8002, 70
9001, 71.8
10001, 71.5
11002, 66.9
12001, 59.900000000000006
13001, 57.2
14001, 57.800000000000004
15002, 61.5
16002, 63
17002, 64.5
18002, 66
19001, 67.5
20001, 70
21002, 71.8
22002, 71.5
23002, 66.9
24002, 59.900000000000006
25002, 57.2
26002, 57.800000000000004
27002, 61.5
28002, 63
29002, 64.5
30002, 66
31001, 67.5
32002, 70
33002, 71.8
34002, 71.5
35002, 66.9
36001, 59.900000000000006
37002, 57.2
38001, 57.800000000000004
39001, 61.5
40001, 63
41001, 64.5
42001, 66
43002, 67.5
44002, 70
45001, 71.8
46001, 71.5
47001, 66.9
48001, 59.900000000000006
49001, 57.2
50001, 57.800000000000004
51001, 61.5
52001, 63
53002, 64.5
54002, 66
55002, 67.5
56001, 70
57001, 71.8
58002, 71.5
59001, 66.9
60001, 59.900000000000006
61001, 57.2
62001, 57.800000000000004
63001, 61.5
64001, 63
65001, 64.5
66001, 66
67001, 67.5
68002, 70
69001, 71.8
70001, 71.5
71001, 66.9
72001, 59.900000000000006
73002, 57.2
74002, 57.800000000000004
75002, 61.5
76002, 63
77002, 64.5
78002, 66
79002, 67.5
80002, 70
81001, 71.8
82002, 71.5
83002, 66.9
84002, 59.900000000000006
85001, 57.2
86001, 57.800000000000004
87002, 61.5
88002, 63
89002, 64.5
90002, 66
91002, 67.5
92002, 70
93001, 71.8
94002, 71.5
95001, 66.9
96002, 59.900000000000006
97001, 57.2
98001, 57.800000000000004
99001, 61.5
100001, 63
101001, 64.5
102001, 66
103002, 67.5
104002, 70
105001, 71.8
106001, 71.5
107002, 66.9
108001, 59.900000000000006
109002, 57.2
110002, 57.800000000000004
111001, 61.5
112002, 63
113002, 64.5
114001, 66
115001, 67.5
116001, 70
