timestamp,value
1002, 19.3
2001, 39
3001, 58.5
4002, 59.8
5001, 60.5
6002, 64.7
7001, 66.1
8001, 69.89999999999999
9001, 72.3
10001, 75.6
11001, 76.19999999999999
12002, 72.99999999999999
13001, 66.99999999999999
14001, 61.899999999999984
15002, 58.499999999999986
16002, 59.79999999999998
17001, 60.499999999999986
18001, 64.69999999999999
19001, 66.1
20002, 69.89999999999999
21001, 72.3
22002, 75.6
23002, 76.19999999999999
24002, 72.99999999999999
25002, 66.99999999999999
26002, 61.899999999999984
27002, 58.499999999999986
28002, 59.79999999999998
29002, 60.499999999999986
30002, 64.69999999999999
31001, 66.1
32001, 69.89999999999999
33002, 72.3
34002, 75.6
35001, 76.19999999999999
36001, 72.99999999999999
37002, 66.99999999999999
38002, 61.899999999999984
39001, 58.499999999999986
40001, 59.79999999999998
41002, 60.499999999999986
42001, 64.69999999999999
43002, 66.1
44001, 69.89999999999999
45002, 72.3
46001, 75.6
47002, 76.19999999999999
48001, 72.99999999999999
49001, 66.99999999999999
50002, 61.899999999999984
51001, 58.499999999999986
52001, 59.79999999999998
53001, 60.499999999999986
54001, 64.69999999999999
55001, 66.1
56002, 69.89999999999999
57001, 72.3
58002, 75.6
59002, 76.19999999999999
60001, 72.99999999999999
61001, 66.99999999999999
62001, 61.899999999999984
63001, 58.499999999999986
64001, 59.79999999999998
65001, 60.499999999999986
66001, 64.69999999999999
67001, 66.1
68002, 69.89999999999999
69001, 72.3
70002, 75.6
71001, 76.19999999999999
72001, 72.99999999999999
73001, 66.99999999999999
74002, 61.899999999999984
75002, 58.499999999999986
76002, 59.79999999999998
77002, 60.499999999999986
78002, 64.69999999999999
79002, 66.1
80002, 69.89999999999999
81001, 72.3
82002, 75.6
83001, 76.19999999999999
84002, 72.99999999999999
85001, 66.99999999999999
86001, 61.899999999999984
87002, 58.499999999999986
88002, 59.79999999999998
89002, 60.499999999999986
90002, 64.69999999999999
91002, 66.1
92002, 69.89999999999999
93001, 72.3
94002, 75.6
95001, 76.19999999999999
96002, 72.99999999999999
97001, 66.99999999999999
98002, 61.899999999999984
99001, 58.499999999999986
100001, 59.79999999999998
101001, 60.499999999999986
102001, 64.69999999999999
103002, 66.1
104002, 69.89999999999999
105001, 72.3
106002, 75.6
107002, 76.19999999999999
108001, 72.99999999999999
109001, 66.99999999999999
110001, 61.899999999999984
111002, 58.499999999999986
112002, 59.79999999999998
113002, 60.499999999999986
114001, 64.69999999999999
115001, 66.1
116001, 69.89999999999999
