timestamp,value
1002, 8.639091242147579
2002, 55.26609434078813
3002, 235.09894068910822
4002, 274.01069496639934
5002, 326.86148209849586
6002, 371.37974518450005
7001, 430.1355789378021
8002, 484.39240540600275
9001, 548.8375450293175
10002, 560.0418773946789
11002, 452.7136121787219
12002, 296.2526966537522
13002, 212.91411812659746
14002, 195.5217917453336
15002, 235.0989406891082
16002, 274.0106949663993
17002, 326.8614820984958
18002, 371.3797451845
19001, 430.135578937802
20002, 484.39240540600275
21002, 548.8375450293175
22002, 560.0418773946789
23002, 452.7136121787219
24002, 296.2526966537522
25002, 212.91411812659746
26002, 195.5217917453336
27002, 235.0989406891082
28002, 274.0106949663993
29002, 326.8614820984958
30002, 371.3797451845
31001, 430.135578937802
32002, 484.39240540600275
33002, 548.8375450293175
34002, 560.0418773946789
35002, 452.7136121787219
36001, 296.2526966537522
37002, 212.91411812659746
38001, 195.5217917453336
39002, 235.0989406891082
40002, 274.0106949663993
41002, 326.8614820984958
42001, 371.3797451845
43002, 430.135578937802
44002, 484.39240540600275
45002, 548.8375450293175
46001, 560.0418773946789
47001, 452.7136121787219
48001, 296.2526966537522
49002, 212.91411812659746
50001, 195.5217917453336
51001, 235.0989406891082
52002, 274.0106949663993
53002, 326.8614820984958
54002, 371.3797451845
55002, 430.135578937802
56001, 484.39240540600275
57002, 548.8375450293175
58002, 560.0418773946789
59001, 452.7136121787219
60001, 296.2526966537522
61002, 212.91411812659746
62001, 195.5217917453336
63001, 235.0989406891082
64001, 274.0106949663993
65001, 326.8614820984958
66001, 371.3797451845
67001, 430.135578937802
68002, 484.39240540600275
69001, 548.8375450293175
70001, 560.0418773946789
71001, 452.7136121787219
72001, 296.2526966537522
73002, 212.91411812659746
74002, 195.5217917453336
75002, 235.0989406891082
76002, 274.0106949663993
77002, 326.8614820984958
78002, 371.3797451845
79002, 430.135578937802
80002, 484.39240540600275
81002, 548.8375450293175
82002, 560.0418773946789
83002, 452.7136121787219
84002, 296.2526966537522
85002, 212.91411812659746
86002, 195.5217917453336
87002, 235.0989406891082
88002, 274.0106949663993
89002, 326.8614820984958
90002, 371.3797451845
91002, 430.135578937802
92002, 484.39240540600275
93002, 548.8375450293175
94002, 560.0418773946789
95001, 452.7136121787219
96002, 296.2526966537522
97002, 212.91411812659746
98001, 195.5217917453336
99002, 235.0989406891082
100001, 274.0106949663993
101001, 326.8614820984958
102002, 371.3797451845
103002, 430.135578937802
104002, 484.39240540600275
105001, 548.8375450293175
106001, 560.0418773946789
107002, 452.7136121787219
108002, 296.2526966537522
109002, 212.91411812659746
110002, 195.5217917453336
111002, 235.0989406891082
112002, 274.0106949663993
113002, 326.8614820984958
114002, 371.3797451845
115001, 430.135578937802
116001, 484.39240540600275
