timestamp,value
1002, 19.3
2001, 19.7
3001, 19.5
4001, 20.6
5001, 20.4
6001, 23.7
7001, 22
8001, 24.2
9001, 26.1
10001, 25.3
11001, 24.8
12001, 22.9
13001, 19.3
14001, 19.7
15002, 19.5
16001, 20.6
17001, 20.4
18001, 23.7
19001, 22
20001, 24.2
21001, 26.1
22001, 25.3
23001, 24.8
24001, 22.9
25001, 19.3
26001, 19.7
27001, 19.5
28001, 20.6
29001, 20.4
30001, 23.7
31001, 22
32001, 24.2
33001, 26.1
34001, 25.3
35001, 24.8
36001, 22.9
37001, 19.3
38001, 19.7
39001, 19.5
40001, 20.6
41001, 20.4
42001, 23.7
43001, 22
44001, 24.2
45001, 26.1
46001, 25.3
47001, 24.8
48001, 22.9
49001, 19.3
50001, 19.7
51001, 19.5
52001, 20.6
53001, 20.4
54001, 23.7
55001, 22
56001, 24.2
57001, 26.1
58001, 25.3
59001, 24.8
60001, 22.9
61001, 19.3
62001, 19.7
63001, 19.5
64001, 20.6
65001, 20.4
66001, 23.7
67001, 22
68001, 24.2
69001, 26.1
70001, 25.3
71001, 24.8
72001, 22.9
73001, 19.3
74001, 19.7
75001, 19.5
76001, 20.6
77001, 20.4
78001, 23.7
79001, 22
80001, 24.2
81001, 26.1
82001, 25.3
83001, 24.8
84001, 22.9
85001, 19.3
86001, 19.7
87001, 19.5
88001, 20.6
89001, 20.4
90001, 23.7
91003, 22
92001, 24.2
93001, 26.1
94001, 25.3
95001, 24.8
96001, 22.9
97001, 19.3
98001, 19.7
99001, 19.5
100001, 20.6
101001, 20.4
102001, 23.7
103001, 22
104001, 24.2
105001, 26.1
106001, 25.3
107001, 24.8
108001, 22.9
109001, 19.3
110001, 19.7
111001, 19.5
112001, 20.6
113001, 20.4
114001, 23.7
115001, 22
116001, 24.2
117001, 26.1
118001, 25.3
119001, 24.8
120001, 22.9
121001, 19.3
122001, 19.7
