timestamp,value
1002, 50
2001, 105.3
3001, 168.4
4001, 184
5001, 205.9
6001, 219.6
7001, 238.9
8001, 242.7
9001, 255.6
10001, 264
11001, 257.8
12001, 227.5
13001, 184.2
14001, 164.7
15002, 168.39999999999998
16001, 183.99999999999997
17001, 205.89999999999998
18001, 219.59999999999997
19001, 238.89999999999998
20001, 242.7
21001, 255.6
22001, 264
23001, 257.8
24001, 227.5
25001, 184.2
26001, 164.7
27001, 168.39999999999998
28001, 183.99999999999997
29001, 205.89999999999998
30001, 219.59999999999997
31001, 238.89999999999998
32001, 242.7
33001, 255.6
34001, 264
35002, 257.8
36001, 227.5
37001, 184.2
38001, 164.7
39001, 168.39999999999998
40001, 183.99999999999997
41001, 205.89999999999998
42001, 219.59999999999997
43001, 238.89999999999998
44001, 242.7
45001, 255.6
46001, 264
47001, 257.8
48001, 227.5
49001, 184.2
50001, 164.7
51001, 168.39999999999998
52001, 183.99999999999997
53001, 205.89999999999998
54001, 219.59999999999997
55001, 238.89999999999998
56001, 242.7
57001, 255.6
58001, 264
59001, 257.8
60001, 227.5
61001, 184.2
62001, 164.7
63001, 168.39999999999998
64001, 183.99999999999997
65001, 205.89999999999998
66001, 219.59999999999997
67001, 238.89999999999998
68001, 242.7
69001, 255.6
70001, 264
71001, 257.8
72001, 227.5
73001, 184.2
74001, 164.7
75001, 168.39999999999998
76001, 183.99999999999997
77001, 205.89999999999998
78001, 219.59999999999997
79001, 238.89999999999998
80001, 242.7
81001, 255.6
82001, 264
83001, 257.8
84001, 227.5
85001, 184.2
86001, 164.7
87002, 168.39999999999998
88001, 183.99999999999997
89002, 205.89999999999998
90001, 219.59999999999997
91003, 238.89999999999998
92001, 242.7
93001, 255.6
94001, 264
95001, 257.8
96001, 227.5
97001, 184.2
98001, 164.7
99001, 168.39999999999998
100001, 183.99999999999997
101001, 205.89999999999998
102001, 219.59999999999997
103001, 238.89999999999998
104001, 242.7
105001, 255.6
106001, 264
107001, 257.8
108001, 227.5
109001, 184.2
110001, 164.7
111001, 168.39999999999998
112001, 183.99999999999997
113001, 205.89999999999998
114001, 219.59999999999997
115001, 238.89999999999998
116001, 242.7
117001, 255.6
118001, 264
119001, 257.8
120001, 227.5
121001, 184.2
