# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1618318203005,20221952,799641600,50,30
1618318203270,32804864,1177673728,100,230
1618318203499,32804864,1177673728,100,230
1618318203721,32804864,1177673728,100,250
1618318203929,32804864,1177673728,110,250
1618318204143,32804864,1177673728,130,250
1618318204351,32804864,1177673728,160,250
1618318204559,32804864,1177673728,170,250
1618318204769,32804864,1177673728,180,250
1618318204983,32804864,1177673728,200,250
1618318205192,32804864,1177673728,200,250
1618318205406,32804864,1177673728,200,250
1618318205623,32804864,1177673728,200,250
1618318205831,32804864,1177673728,200,250
1618318206041,32804864,1177673728,200,250
1618318206249,32804864,1177673728,200,250
1618318206457,32804864,1177673728,200,250
1618318206667,32804864,1177673728,200,250
1618318206879,32804864,1177673728,200,250
1618318207086,32804864,1177673728,200,250
1618318207293,32804864,1177673728,200,250
1618318207508,32804864,1177673728,200,250
1618318207715,32804864,1177673728,200,250
1618318207922,32804864,1177673728,200,250
1618318208129,32804864,1177673728,200,250
1618318208338,32804864,1177673728,200,250
1618318208546,32804864,1177673728,200,250
1618318208753,32804864,1177673728,200,250
1618318208961,32804864,1177673728,200,250
1618318209169,32804864,1177673728,200,250
1618318209376,32804864,1177673728,200,250
1618318209583,32804864,1177673728,200,250
1618318209790,32804864,1177673728,200,250
1618318209998,32804864,1177673728,200,250
1618318210206,32804864,1177673728,200,250
1618318210413,32804864,1177673728,200,250
1618318210619,32804864,1177673728,200,250
1618318210826,32804864,1177673728,200,250
1618318211033,32804864,1177673728,200,250
1618318211246,32804864,1177673728,200,250
1618318211452,32804864,1177673728,200,250
1618318211659,32804864,1177673728,200,250
1618318211866,32804864,1177673728,200,250
1618318212073,32804864,1177673728,200,250
1618318212280,32804864,1177673728,200,250
1618318212486,32804864,1177673728,200,250
1618318212693,32804864,1177673728,200,250
1618318212900,32804864,1177673728,200,250
1618318213107,32804864,1177673728,200,250
1618318213314,32804864,1177673728,200,250
1618318213520,32804864,1177673728,200,250
1618318213727,32804864,1177673728,200,250
1618318213935,32804864,1177673728,200,250
1618318214141,32804864,1177673728,200,250
1618318214348,32804864,1177673728,200,250
1618318214554,32804864,1177673728,200,250
1618318214762,32804864,1177673728,200,250
1618318214976,32804864,1177673728,200,250
1618318215182,32804864,1177673728,200,250
1618318215389,32804864,1177673728,200,250
1618318215596,32804864,1177673728,200,250
1618318215803,32804864,1177673728,200,250
1618318216011,32804864,1177673728,200,250
1618318216217,32804864,1177673728,200,250
1618318216425,32804864,1177673728,200,250
1618318216633,32804864,1177673728,200,250
1618318216840,32804864,1177673728,200,250
1618318217047,32804864,1177673728,200,250
1618318217253,32804864,1177673728,200,250
1618318217464,32804864,1177673728,200,250
1618318217672,32804864,1177673728,200,250
1618318217882,32804864,1177673728,200,250
1618318218089,32804864,1177673728,200,250
1618318218295,32804864,1177673728,200,250
1618318218505,32804864,1177673728,200,250
1618318218718,32804864,1177673728,200,250
1618318218926,32804864,1177673728,200,250
1618318219134,32804864,1177673728,200,250
1618318219344,32804864,1177673728,200,250
1618318219553,32804864,1177673728,200,250
1618318219763,32804864,1177673728,200,250
1618318219971,32804864,1177673728,200,250
1618318220178,32804864,1177673728,200,250
